raw_reference,stage_1_label,stage_2_extracted_fields,violation_tags,adversarial_reference
"Staples, L. (2018a) A comparison of the predictive ability of logistic regression and time series analysis on business credit data.Available at: https://digitalcommons.kennesaw.edu/cgi/viewcontent.cgi?article=1011&context=dataphdgreylit (Accessed: November 6, 2023).",website,"{'authors': ['Staples', 'L.'], 'year': '2018a', 'title': 'A comparison of the predictive ability of logistic regression and time series analysis on business credit data', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://digitalcommons.kennesaw.edu/cgi/viewcontent.cgi?article=1011&context=dataphdgreylit', 'accessed_date': 'November 6, 2023', 'reference_type': 'website'}",['url_without_doi'],"Staples, L. (2018a) A comparison of the predictive ability of logistic regression and time series analysis on business credit data.Retrieved from: https://digitalcommons.kennesaw.edu/cgi/viewcontent.cgi?article=1011&context=dataphdgreylit (Accessed: November 6, 2023)."
"Van Engelsdorp, D. and Meixner, M.D. (2010) 'A historical review of managed honey bee populations in Europe and the United States and the factors that may affect them', Journal of Invertebrate Pathology, 103 pp. S80-S95.",journal,"{'authors': ['Van Engelsdorp', 'D.', 'Meixner', 'M.D.'], 'year': '2010', 'title': ""'A historical review of managed honey bee populations in Europe and the United States and the factors that may affect them', Journal of Invertebrate Pathology, 103 pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Van Engelsdorp, D. and Meixner, M.D. (2010) 'A historical review of managed honey bee populations in Europe and the United States and the factors that may affect them', Journal of Invertebrate Pathology, 103 pp. S80-S95."
"Colah, C. (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August. Available at: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020).",wesite,"{'authors': ['Colah', 'C.'], 'year': '2015', 'title': '‘Understanding LSTM Networks’, Colah’s blog, 27 August', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://colah.github.io/posts/2015-08-Understanding-LSTMs/', 'accessed_date': '23 July 2020', 'reference_type': 'wesite'}",['url_without_doi'],"Colah, C. (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August. Retrieved from: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020)."
"Olah, C.(2015) ‘Understanding LSTM Networks’ Colah’s blog 27August. Available at: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 18 January 2023).",website,"{'authors': ['Olah', 'C.'], 'year': '2015', 'title': '‘Understanding LSTM Networks’ Colah’s blog 27August', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://colah.github.io/posts/2015-08-Understanding-LSTMs/', 'accessed_date': '18 January 2023', 'reference_type': 'website'}",['url_without_doi'],"Olah, C.(2015) ‘Understanding LSTM Networks’ Colah’s blog 27August. Available at: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 18 January 2023)."
"Tocmo, R. (2024) 'Food fraud' [Presentation slides]. FB1FSC: Food System Challenges. University of Reading. Available at: https://www.bb.reading.ac.uk (Accessed: 17 December 2024).",other,"{'authors': ['Tocmo', 'R.'], 'year': '2024', 'title': ""'Food fraud' [Presentation slides]"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.bb.reading.ac.uk', 'accessed_date': '17 December 2024', 'reference_type': 'other'}",['url_without_doi'],"Tocmo, R. (2024) 'Food fraud' [Presentation slides]. FB1FSC: Food System Challenges. University of Reading. Available at: https://www.bb.reading.ac.uk (Accessed: 17 December 2024)."
"Lalani, B. (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University.",thesis,"{'authors': ['Lalani', 'B.'], 'year': '2017', 'title': 'Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'thesis'}",[],"Lalani, B (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique PhD thesis Reading University"
"Proakis, G., John and Manolakis, G., Dimitris (1996) Digital signal processing principles, algorithms, and applications. London: Prentice-Hall International.",book,"{'authors': ['Proakis', 'G.', 'John', 'Manolakis', 'G.', 'Dimitris'], 'year': '1996', 'title': 'Digital signal processing principles, algorithms, and applications', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Proakis, G., John and Manolakis, G., Dimitris (n.d.) Digital signal processing principles, algorithms, and applications. London: Prentice-Hall International."
"Staples, L. (2018a) A comparison of the predictive ability of logistic regression and time series analysis on business credit data.Available at: https://digitalcommons.kennesaw.edu/cgi/viewcontent.cgi?article=1011&context=dataphdgreylit (Accessed: November 6, 2023).",website,"{'authors': ['Staples', 'L.'], 'year': '2018a', 'title': 'A comparison of the predictive ability of logistic regression and time series analysis on business credit data', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://digitalcommons.kennesaw.edu/cgi/viewcontent.cgi?article=1011&context=dataphdgreylit', 'accessed_date': 'November 6, 2023', 'reference_type': 'website'}",['url_without_doi'],"STAPLES, L. (2018A) A COMPARISON OF THE PREDICTIVE ABILITY OF LOGISTIC REGRESSION AND TIME SERIES ANALYSIS ON BUSINESS CREDIT DATA.AVAILABLE AT: HTTPS://DIGITALCOMMONS.KENNESAW.EDU/CGI/VIEWCONTENT.CGI?ARTICLE=1011&CONTEXT=DATAPHDGREYLIT (ACCESSED: NOVEMBER 6, 2023)."
"Colah, C. (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August. Available at: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020).",wesite,"{'authors': ['Colah', 'C.'], 'year': '2015', 'title': '‘Understanding LSTM Networks’, Colah’s blog, 27 August', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://colah.github.io/posts/2015-08-Understanding-LSTMs/', 'accessed_date': '23 July 2020', 'reference_type': 'wesite'}",['url_without_doi'],"Colah, C. (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August. Available at: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020)."
"Goodfellow, I., Bengio, Y. and Courville, A. (2016b) Deep Learning. MIT Press.",book,"{'authors': ['Goodfellow', 'I.', 'Bengio', 'Y.', 'Courville', 'A.'], 'year': '2016b', 'title': 'Deep Learning', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",['missing_place'],"Goodfellow, I., Bengio, Y. & Courville, A. (2016b) Deep Learning. MIT Press."
"Seeley, T.D. and Buhrman, S.C. (2001) 'Nest-site selection in honeybees: How well do swarms implement the ""Best-of-N"" Decision Rule?', Behavioral Ecology and Sociobiology, 49(5), pp.416-427.",journal,"{'authors': ['Seeley', 'T.D.', 'Buhrman', 'S.C.'], 'year': '2001', 'title': '\'Nest-site selection in honeybees: How well do swarms implement the ""Best-of-N"" Decision Rule?\', Behavioral Ecology and Sociobiology, 49(5), pp', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Seeley, TD and Buhrman, SC (2001) 'Nest-site selection in honeybees: How well do swarms implement the ""Best-of-N"" Decision Rule?', Behavioral Ecology and Sociobiology, 49(5), pp416-427"
"Blackiston, H. (2020) Beekeeping for Dummies. 5th edn. Newark: Wiley.",book,"{'authors': ['Blackiston', 'H.'], 'year': '2020', 'title': 'Beekeeping for Dummies', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Blackiston, H (2020) Beekeeping for Dummies 5th edn Newark: Wiley"
"Phiri, B.J., Fèvre, D. and Hidano, A. (2022) 'Uptrend in global managed honeybee colonies and production based on a six-decade viewpoint, 1961-2017', Scientific Reports, 12(1), pp.21298.",journal,"{'authors': ['Phiri', 'B.J.', 'Fèvre', 'D.', 'Hidano', 'A.'], 'year': '2022', 'title': ""'Uptrend in global managed honeybee colonies and production based on a six-decade viewpoint, 1961-2017', Scientific Reports, 12(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"PHIRI, B.J., FÈVRE, D. AND HIDANO, A. (2022) 'UPTREND IN GLOBAL MANAGED HONEYBEE COLONIES AND PRODUCTION BASED ON A SIX-DECADE VIEWPOINT, 1961-2017', SCIENTIFIC REPORTS, 12(1), PP.21298."
"Mansell, W. and Bloom, A. (2012) ‘£10,000 carrot to tempt physics experts’, The Guardian, 20 June, p. 5.",newspaper,"{'authors': ['Mansell', 'W.', 'Bloom', 'A.'], 'year': '2012', 'title': '‘£10,000 carrot to tempt physics experts’, The Guardian, 20 June, p', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'newspaper'}",[],"Mansell, W. and Bloom, A. (2012) ‘£10,000 carrot to tempt physics experts’, The Guardian, 20 June, p. 5."
"Lalani, B. (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University.",thesis,"{'authors': ['Lalani', 'B.'], 'year': '2017', 'title': 'Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'thesis'}",[],"Lalani, B (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique PhD thesis Reading University"
"Lalani, B. (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University.",thesis,"{'authors': ['Lalani', 'B.'], 'year': '2017', 'title': 'Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'thesis'}",[],"LALANI, B. (2017) ECONOMICS AND ADOPTION OF CONSERVATION AGRICULTURE IN CABO DELGADO, MOZAMBIQUE. PHD THESIS. READING UNIVERSITY."
"Colah, C. (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August. Available at: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020).",wesite,"{'authors': ['Colah', 'C.'], 'year': '2015', 'title': '‘Understanding LSTM Networks’, Colah’s blog, 27 August', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://colah.github.io/posts/2015-08-Understanding-LSTMs/', 'accessed_date': '23 July 2020', 'reference_type': 'wesite'}",['url_without_doi'],"Colah, C. (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August. Retrieved from: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020)."
"Lau, C. and Nieh, J. (2010) 'Honeybee stop-signal production: temporal distribution and effect of feeder crowding', Apidologie, 41(1), pp.87-95.",journal,"{'authors': ['Lau', 'C.', 'Nieh', 'J.'], 'year': '2010', 'title': ""'Honeybee stop-signal production: temporal distribution and effect of feeder crowding', Apidologie, 41(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Lau, C and Nieh, J (2010) 'Honeybee stop-signal production: temporal distribution and effect of feeder crowding', Apidologie, 41(1), pp87-95"
"Robinson, J. (2007) Social variation across the UK. Available at: https://www.bl.uk/british-accents-and-dialects/articles/social-variatio… (Accessed: 21 November 2021).",website,"{'authors': ['Robinson', 'J.'], 'year': '2007', 'title': 'Social variation across the UK', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.bl.uk/british-accents-and-dialects/articles/social-variatio…', 'accessed_date': '21 November 2021', 'reference_type': 'website'}",['url_without_doi'],"Robinson, J. (2007) Social variation across the UK. Retrieved from: https://www.bl.uk/british-accents-and-dialects/articles/social-variatio… (Accessed: 21 November 2021)."
"Gulddal, J. (2020) 'That deep underground savage instinct: narratives of sacrifice and retribution in Agatha Christie's Appointment with Death', Textual Practice, 34(11), pp. 1803-1821.",unknown,"{'authors': ['Gulddal', 'J.'], 'year': '2020', 'title': ""'That deep underground savage instinct: narratives of sacrifice and retribution in Agatha Christie's Appointment with Death', Textual Practice, 34(11), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'unknown'}",[],"Gulddal, J. (2020) 'That deep underground savage instinct: narratives of sacrifice & retribution in Agatha Christie's Appointment with Death', Textual Practice, 34(11), pp. 1803-1821."
"Bromenshenk, J.J., Henderson, C.B., Seccomb, R.A., Rice, S.D. and Etter, R.T. (2009) Honeybee acoustic recording and analysis system for monitoring hive health. Authoring organisation. Available at: http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7549907 (Accessed: 8 November 2023)",book,"{'authors': ['Bromenshenk', 'J.J.', 'Henderson', 'C.B.', 'Seccomb', 'R.A.', 'Rice', 'S.D.', 'Etter', 'R.T.'], 'year': '2009', 'title': 'Honeybee acoustic recording and analysis system for monitoring hive health', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7549907', 'accessed_date': '8 November 2023', 'reference_type': 'book'}",['url_without_doi'],"Bromenshenk, J.J., Henderson, C.B., Seccomb, R.A., Rice, S.D. and Etter, R.T. (2009) Honeybee acoustic recording and analysis system for monitoring hive health. Authoring organisation. Retrieved from: http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7549907 (Accessed: 8 November 2023)"
"Dower, J. (1832) A map shewing the parliamentary representation of England & Wales, according as the same are settled by the Reform Act passed 7th June 1832, 1 inch to 35 miles. J. Gardner.",other,"{'authors': ['Dower', 'J.'], 'year': '1832', 'title': 'A map shewing the parliamentary representation of England & Wales, according as the same are settled by the Reform Act passed 7th June 1832, 1 inch to 35 miles', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'other'}",[],"Dower, J. (1832) A map shewing the parliamentary representation of England & Wales, according as the same are settled by the Reform Act passed 7th June 1832, 1 inch to 35 miles. J. Gardner."
"Dietlein, D.G. (1985) 'Method for remote monitoring of activity of honeybee colonies by sound analysis', Journal of Apicultural Research, 24(3), pp.176-183.",journal,"{'authors': ['Dietlein', 'D.G.'], 'year': '1985', 'title': ""'Method for remote monitoring of activity of honeybee colonies by sound analysis', Journal of Apicultural Research, 24(3), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Dietlein, D.G. (1985) 'Method for remote monitoring of activity of honeybee colonies by sound analysis', Journal of Apicultural Research, 24(3), pp.176-183."
"Graham, K. (2020) 'The biggest tree and the smallest axe', The Guardian, 31 August, pp.21-22.",newspaper,"{'authors': ['Graham', 'K.'], 'year': '2020', 'title': ""'The biggest tree and the smallest axe', The Guardian, 31 August, pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'newspaper'}",[],"GRAHAM, K. (2020) 'THE BIGGEST TREE AND THE SMALLEST AXE', THE GUARDIAN, 31 AUGUST, PP.21-22."
