raw_reference,stage_1_label,stage_2_extracted_fields,violation_tags,adversarial_reference
"Kim, J.K. and Shao, J. (2021) Statistical methods for handling incomplete data.2nd edn. New York: Chapman and Hall/CRC.",book,"{'authors': ['Kim', 'J.K.', 'Shao', 'J.'], 'year': '2021', 'title': 'Statistical methods for handling incomplete data', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"KIM, J.K. AND SHAO, J. (2021) STATISTICAL METHODS FOR HANDLING INCOMPLETE DATA.2ND EDN. NEW YORK: CHAPMAN AND HALL/CRC."
"Gradišek, A. et al. (2017a) 'Predicting species identity of bumblebees through analysis of flight buzzing sounds', Bioacoustics (Berkhamsted), 26(1), pp.63-76.",journal,"{'authors': ['Gradišek', 'A. et al.'], 'year': '2017a', 'title': ""'Predicting species identity of bumblebees through analysis of flight buzzing sounds', Bioacoustics (Berkhamsted), 26(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Gradišek, A. et al. (2017a) 'Predicting species identity of bumblebees through analysis of flight buzzing sounds', Bioacoustics (Berkhamsted), 26(1), pp.63-76."
"Dietlein, D.G. (1985) 'Method for remote monitoring of activity of honeybee colonies by sound analysis', Journal of Apicultural Research, 24(3), pp.176-183.",journal,"{'authors': ['Dietlein', 'D.G.'], 'year': '1985', 'title': ""'Method for remote monitoring of activity of honeybee colonies by sound analysis', Journal of Apicultural Research, 24(3), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Dietlein, D.G. (1985) 'Method for remote monitoring of activity of honeybee colonies by sound analysis', Journal of Apicultural Research, 24(3), pp.176-183."
Scientific Advisory Committee on Nutrition (2016) Vitamin D and health. Available at: https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/537616/SACN_Vitamin_D_and_Health_report.pdf (Accessed: 25 July 2025).,other,"{'authors': ['Scientific Advisory Committee on Nutrition'], 'year': '2016', 'title': 'Vitamin D and health', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/537616/SACN_Vitamin_D_and_Health_report.pdf', 'accessed_date': '25 July 2025', 'reference_type': 'other'}",['url_without_doi'],Scientific Advisory Committee on Nutrition (2016) Vitamin D and health. Retrieved from: https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/537616/SACN_Vitamin_D_and_Health_report.pdf (Accessed: 25 July 2025).
Statistica (2024) How to identify patterns in time series data: Time series analysis. Available at: http://www.statsoft.com/textbook/time-series-analysis#systematic.(Accessed:07 November 2019).,website,"{'authors': ['Statistica'], 'year': '2024', 'title': 'How to identify patterns in time series data: Time series analysis', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://www.statsoft.com/textbook/time-series-analysis#systematic.(Accessed:07', 'accessed_date': '07 November 2019', 'reference_type': 'website'}",['url_without_doi'],Statistica (2024) How to identify patterns in time series data: Time series analysis Available at: http://wwwstatsoftcom/textbook/time-series-analysis#systematic(Accessed:07 November 2019)
"Gradišek, A. and Grad, J. (2018) 'Bumblebee brood temperature and colony development: a field study', Acta Entomologica Slovenica, 26(2), pp.219-232.",journal,"{'authors': ['Gradišek', 'A.', 'Grad', 'J.'], 'year': '2018', 'title': ""'Bumblebee brood temperature and colony development: a field study', Acta Entomologica Slovenica, 26(2), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Gradišek, A. & Grad, J. (2018) 'Bumblebee brood temperature & colony development: a field study', Acta Entomologica Slovenica, 26(2), pp.219-232."
"Bencsik, M. et al. (2011a) 'Identification of the honeybee swarming process by analysing the time course of hive vibrations', Computers and Electronics in Agriculture, 76(1), pp.44-50.",journal,"{'authors': ['Bencsik', 'M. et al.'], 'year': '2011a', 'title': ""'Identification of the honeybee swarming process by analysing the time course of hive vibrations', Computers and Electronics in Agriculture, 76(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Bencsik, M. et al. (2011a) 'Identification of the honeybee swarming process by analysing the time course of hive vibrations', Computers and Electronics in Agriculture, 76(1), pp.44-50."
"Robles-Guerrero, A. et al. (2019a) 'Analysis of a multiclass classification problem by Lasso Logistic Regression and Singular Value Decomposition to identify sound patterns in queen less bee colonies', Computers and Electronics in Agriculture, 159 pp.69-74.",journal,"{'authors': ['Robles-Guerrero', 'A. et al.'], 'year': '2019a', 'title': ""'Analysis of a multiclass classification problem by Lasso Logistic Regression and Singular Value Decomposition to identify sound patterns in queen less bee colonies', Computers and Electronics in Agriculture, 159 pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"ROBLES-GUERRERO, A. ET AL. (2019A) 'ANALYSIS OF A MULTICLASS CLASSIFICATION PROBLEM BY LASSO LOGISTIC REGRESSION AND SINGULAR VALUE DECOMPOSITION TO IDENTIFY SOUND PATTERNS IN QUEEN LESS BEE COLONIES', COMPUTERS AND ELECTRONICS IN AGRICULTURE, 159 PP.69-74."
"Grayling, A. and Ball, B. (2024) 'Philosophy is crucial in the age of AI', The Conversation, 1 August. Available at https://theconversation.com/philosophy-is-crucial-in-the-age-of-ai-2359… (Accessed: 1 August 2024).",website,"{'authors': ['Grayling', 'A.', 'Ball', 'B.'], 'year': '2024', 'title': ""'Philosophy is crucial in the age of AI', The Conversation, 1 August"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://theconversation.com/philosophy-is-crucial-in-the-age-of-ai-2359…', 'accessed_date': '1 August 2024', 'reference_type': 'website'}",['url_without_doi'],"Grayling, A and Ball, B (2024) 'Philosophy is crucial in the age of AI', The Conversation, 1 August Available at https://theconversationcom/philosophy-is-crucial-in-the-age-of-ai-2359… (Accessed: 1 August 2024)"
"Uthoff, C., Homsi, M.N. and von Bergen, M. (2023) 'Acoustic and vibration monitoring of honeybee colonies for beekeeping-relevant aspects of the presence of queen bee and swarming', Computers and Electronics in Agriculture, 205 pp.107589.",journal,"{'authors': ['Uthoff', 'C.', 'Homsi', 'M.N.', 'von Bergen', 'M.'], 'year': '2023', 'title': ""'Acoustic and vibration monitoring of honeybee colonies for beekeeping-relevant aspects of the presence of queen bee and swarming', Computers and Electronics in Agriculture, 205 pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"UTHOFF, C., HOMSI, M.N. AND VON BERGEN, M. (2023) 'ACOUSTIC AND VIBRATION MONITORING OF HONEYBEE COLONIES FOR BEEKEEPING-RELEVANT ASPECTS OF THE PRESENCE OF QUEEN BEE AND SWARMING', COMPUTERS AND ELECTRONICS IN AGRICULTURE, 205 PP.107589."
"Ingle, K.V. and Proakis, G.J. (2007) Digital Signal Processing Using MATLAB. Stamford: Cengage Learning. 'Assessment Report on Pollinators, Pollination and Food Production' (2016) Dec 7. Zenodo.Available at: https://explore.openaire.eu/search/publication?articleId=dedup_wf_001::23642fd54072123c898eda33cfe58ad3.",website,"{'authors': ['Ingle', 'K.V.', 'Proakis', 'G.J.'], 'year': '2007', 'title': 'Digital Signal Processing Using MATLAB', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://explore.openaire.eu/search/publication?articleId=dedup_wf_001::23642fd54072123c898eda33cfe58ad3.', 'accessed_date': '', 'reference_type': 'website'}","['missing_access_date', 'url_without_doi']","INGLE, K.V. AND PROAKIS, G.J. (2007) DIGITAL SIGNAL PROCESSING USING MATLAB. STAMFORD: CENGAGE LEARNING. 'ASSESSMENT REPORT ON POLLINATORS, POLLINATION AND FOOD PRODUCTION' (2016) DEC 7. ZENODO.AVAILABLE AT: HTTPS://EXPLORE.OPENAIRE.EU/SEARCH/PUBLICATION?ARTICLEID=DEDUP_WF_001::23642FD54072123C898EDA33CFE58AD3."
"Zacepins, A. et al. (2016) 'Remote detection of the swarming of honeybee colonies by single-point temperature monitoring', Biosystems Engineering, 148 pp.76-80.",journal,"{'authors': ['Zacepins', 'A. et al.'], 'year': '2016', 'title': ""'Remote detection of the swarming of honeybee colonies by single-point temperature monitoring', Biosystems Engineering, 148 pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"ZACEPINS, A. ET AL. (2016) 'REMOTE DETECTION OF THE SWARMING OF HONEYBEE COLONIES BY SINGLE-POINT TEMPERATURE MONITORING', BIOSYSTEMS ENGINEERING, 148 PP.76-80."
"Switanek, M. et al. (2017) 'Modelling seasonal effects of temperature and precipitation on honeybee winter mortality in a temperate climate', Science of the Total Environment, 579 pp.1581-1587.",journal,"{'authors': ['Switanek', 'M. et al.'], 'year': '2017', 'title': ""'Modelling seasonal effects of temperature and precipitation on honeybee winter mortality in a temperate climate', Science of the Total Environment, 579 pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Switanek, M. et al. (2017) 'Modelling seasonal effects of temperature and precipitation on honeybee winter mortality in a temperate climate', Science of the Total Environment, 579 pp.1581-1587."
"Giannakopoulos, T. and Pikrakis, A. (2014) Introduction to Audio Analysis.1st edn. San Diego, USA: Elsevier Science.",book,"{'authors': ['Giannakopoulos', 'T.', 'Pikrakis', 'A.'], 'year': '2014', 'title': 'Introduction to Audio Analysis', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Giannakopoulos, T. and Pikrakis, A. (n.d.) Introduction to Audio Analysis.1st edn. San Diego, USA: Elsevier Science."
"Colah, C. (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August. Available at: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020).",wesite,"{'authors': ['Colah', 'C.'], 'year': '2015', 'title': '‘Understanding LSTM Networks’, Colah’s blog, 27 August', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://colah.github.io/posts/2015-08-Understanding-LSTMs/', 'accessed_date': '23 July 2020', 'reference_type': 'wesite'}",['url_without_doi'],"Colah, C (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August Available at: http://colahgithubio/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020)"
"Colah, C. (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August. Available at: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020).",wesite,"{'authors': ['Colah', 'C.'], 'year': '2015', 'title': '‘Understanding LSTM Networks’, Colah’s blog, 27 August', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://colah.github.io/posts/2015-08-Understanding-LSTMs/', 'accessed_date': '23 July 2020', 'reference_type': 'wesite'}",['url_without_doi'],"Colah, C. (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August. Available at: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020)."
"Zgank, A. (2018) 'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', In Proceedings of the 2018 41st International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO). Opatija, Croatia, 21–25 May. IEEE, pp. 0471–0474. Available at:  doi: 10.1109/ELEKTRO.2018.8398253.",conference,"{'authors': ['Zgank', 'A.'], 'year': '2018', 'title': ""'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', In Proceedings of the 2018 41st International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO)"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'conference'}",['missing_access_date'],"ZGANK, A. (2018) 'ACOUSTIC MONITORING AND CLASSIFICATION OF BEE SWARM ACTIVITY USING MFCC FEATURE EXTRACTION AND HMM ACOUSTIC MODELLING', IN PROCEEDINGS OF THE 2018 41ST INTERNATIONAL CONVENTION ON INFORMATION AND COMMUNICATION TECHNOLOGY, ELECTRONICS AND MICROELECTRONICS (MIPRO). OPATIJA, CROATIA, 21–25 MAY. IEEE, PP. 0471–0474. AVAILABLE AT:  DOI: 10.1109/ELEKTRO.2018.8398253."
"Mullin, C.A. et al. (2010) 'High levels of miticides and agrochemicals in North American Apiaries: Implications for honey bee health', PLoS ONE, 5(3), pp.e9754.",journal,"{'authors': ['Mullin', 'C.A. et al.'], 'year': '2010', 'title': ""'High levels of miticides and agrochemicals in North American Apiaries: Implications for honey bee health', PLoS ONE, 5(3), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Mullin, C.A. et al. (2010) 'High levels of miticides and agrochemicals in North American Apiaries: Implications for honey bee health', PLoS ONE, 5(3), pp.e9754."
Monaghan Institute. (2015). Graduate research [online]. Available from: http://www.dkit.ie/research/graduate -research [accessed 24 February 2015].,website,"{'authors': ['Monaghan Institute.'], 'year': '2015', 'title': '', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://www.dkit.ie/research/graduate', 'accessed_date': '', 'reference_type': 'website'}",['url_without_doi'],Monaghan Institute (2015) Graduate research [online] Available from: http://wwwdkitie/research/graduate -research [accessed 24 February 2015]
"Kumar, S.S. (2018) 'Colony collapse disorder (CCD) in honeybees caused by EMF Radiation', Bioinformation, 14(9), pp.521-524.",journal,"{'authors': ['Kumar', 'S.S.'], 'year': '2018', 'title': ""'Colony collapse disorder (CCD) in honeybees caused by EMF Radiation', Bioinformation, 14(9), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Kumar, SS (2018) 'Colony collapse disorder (CCD) in honeybees caused by EMF Radiation', Bioinformation, 14(9), pp521-524"
